entry_time,nifty_signal,nifty_spot,sensex_atm,entry_strike,option_type,entry_price,exit_target,stop_loss,lot_size,quantity_lots,capital_deployed,instrument_key,status,exit_time,exit_price,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason,type
2026-03-25 09:16:08,BULLISH,23126.50,,74500,CE,424.75,458.73,361.04,20,11,93445.00,,CLOSED,2026-03-25 09:17:09,464.70,39.95,8789.00,+9.41,1,TARGET_HIT,v1
2026-03-25 09:19:10,BULLISH,23149.45,,74500,CE,466.75,504.09,396.74,20,10,93350.00,,CLOSED,2026-03-25 09:21:11,521.05,54.3,10860.00,+11.63,2,TARGET_HIT,v1
2026-03-25 09:22:12,BULLISH,23194.55,,74600,CE,466.70,504.04,396.69,20,10,93340.00,,CLOSED,2026-03-25 09:31:19,511.60,44.9,8980.00,+9.62,9,TARGET_HIT,v1
2026-03-25 09:31:20,BULLISH,23219.30,,74700,CE,448.50,484.38,381.22,20,11,98670.00,,CLOSED,2026-03-25 09:43:30,531.45,82.95,18249.00,+18.49,12,TARGET_HIT,v1
2026-03-25 09:43:30,BULLISH,23256.80,,74800,CE,461.60,498.53,392.36,20,10,92320.00,,CLOSED,2026-03-25 09:44:31,506.85,45.25,9050.00,+9.80,1,TARGET_HIT,v1
2026-03-25 09:46:34,BULLISH,23277.10,,74900,CE,461.15,498.04,391.98,20,10,92230.00,,CLOSED,2026-03-25 10:00:47,505.65,44.5,8900.00,+9.65,14,TARGET_HIT,v1
2026-03-25 10:00:47,BULLISH,23304.15,,75000,CE,434.75,469.53,369.54,20,11,95645.00,,CLOSED,2026-03-25 10:06:52,345.65,-89.1,-19602.00,-20.49,6,STOP_LOSS,v1
2026-03-25 10:06:53,BULLISH,23259.40,,74800,CE,473.20,511.06,402.22,20,10,94640.00,,CLOSED,2026-03-25 10:08:55,512.00,38.8,7760.00,+8.20,2,TARGET_HIT,v1
2026-03-25 10:08:55,BEARISH,23278.55,,75500,PE,485.80,524.66,412.93,20,10,97160.00,,CLOSED,2026-03-25 10:18:01,407.45,-78.35,-15670.00,-16.13,9,STOP_LOSS,v1
2026-03-25 10:18:02,BULLISH,23308.75,,75000,CE,428.75,463.05,364.44,20,11,94325.00,,CLOSED,2026-03-25 10:41:20,479.60,50.85,11187.00,+11.86,23,TARGET_HIT,v1
2026-03-25 10:41:21,BULLISH,23328.15,,75100,CE,409.95,442.75,348.46,20,12,98388.00,,CLOSED,2026-03-25 10:43:22,495.40,85.45,20508.00,+20.84,2,TARGET_HIT,v1
2026-03-25 10:47:25,BULLISH,23359.45,,75200,CE,423.95,457.87,360.36,20,11,93269.00,,CLOSED,2026-03-25 11:02:38,466.85,42.9,9438.00,+10.12,15,TARGET_HIT,v1
2026-03-25 11:02:39,BULLISH,23386.95,,75300,CE,399.10,431.03,339.24,20,12,95784.00,,CLOSED,2026-03-25 11:07:43,472.70,73.6,17664.00,+18.44,5,TARGET_HIT,v1
2026-03-25 11:07:44,BULLISH,23417.55,,75400,CE,405.55,437.99,344.72,20,12,97332.00,,CLOSED,2026-03-25 11:08:45,441.00,35.45,8508.00,+8.74,1,TARGET_HIT,v1
2026-03-25 11:10:48,BULLISH,23426.65,,75400,CE,442.40,477.79,376.04,20,11,97328.00,,CLOSED,2026-03-25 11:23:59,375.15,-67.25,-14795.00,-15.20,13,STOP_LOSS,v1
2026-03-25 11:23:59,BULLISH,23396.95,,75300,CE,443.10,478.55,376.63,20,11,97482.00,,CLOSED,2026-03-25 11:38:12,376.45,-66.65,-14663.00,-15.04,14,STOP_LOSS,v1
2026-03-25 11:45:15,BEARISH,23366.05,,75800,PE,442.40,477.79,376.04,20,11,97328.00,,CLOSED,2026-03-25 11:49:19,353.45,-88.95,-19569.00,-20.11,4,STOP_LOSS,v1
