symbol,entry_time,exit_time,entry_price,exit_price,quantity,position_type,net_pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,exit_level,hard_stop_915,confluence_trade,oi_signal_pattern,hybrid_signal_type,entry_reason
IEX,2026-01-09T10:39:00.120651,2026-01-09T10:51:26.234876,145.18,152.59,344,SHORT,-2549.039999999999,-5.104008816641408,HARD_STOP_LOSS_915,12,0.13087202093952177,152.5,152.5,True,STRONG_BEARISH,EXTREME_BEARISH,UNKNOWN
POWERINDIA,2026-01-09T09:40:28.030359,2026-01-09T11:31:24.437766,17473.0,17332.0,2,SHORT,282.0,0.8069593086476278,PROFIT_TRAILING_STOP_5MIN,110,1.2247467521318607,17300.0,18539.0,True,STRONG_BEARISH,BEARISH,UNKNOWN
GODREJPROP,2026-01-09T10:20:59.094773,2026-01-09T11:31:26.104028,2018.5,2010.7,24,SHORT,187.1999999999989,0.3864255635372779,PROFIT_TRAILING_STOP_5MIN,70,1.1394599950458262,2001.5,2090.0,True,BEARISH,BEARISH,UNKNOWN
