entry_time,sensex_signal,sensex_spot,sensex_atm,entry_strike,option_type,entry_price,exit_target,stop_loss,original_stop_loss,trailing_active,lot_size,quantity_lots,capital_deployed,instrument_key,status,exit_time,exit_price,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason,type
2026-04-06 09:18:00.000000,BULLISH,72952.09,73000,72700,CE,1181.75,1196.75,1193.5675,1004.4875,True,20,4,94540.0,BSE_FO|867730,CLOSED,2026-04-06 09:19:00.000000,1193.5675,11.8175,945.4,1.0,1,TRAILING_SL,v5
2026-04-06 09:29:00.000000,BEARISH,72939.07,72900,73500,PE,1243.75,1258.75,1057.1875,1057.1875,False,20,4,99500.0,BSE_FO|866289,CLOSED,2026-04-06 09:30:00.000000,1258.75,15.0,1200.0,1.20603,1,TARGET_HIT,v5
2026-04-06 09:56:00.000000,BEARISH,72829.9,72800,72900,PE,946.9,961.9,804.865,804.865,False,20,5,94690.0,BSE_FO|867554,CLOSED,2026-04-06 09:57:00.000000,961.9,15.0,1500.0,1.584117,1,TARGET_HIT,v5
2026-04-06 10:07:00.000000,BEARISH,72955.4,73000,73100,PE,980.35,995.35,990.1535,833.2975,True,20,5,98035.0,BSE_FO|866218,CLOSED,2026-04-06 10:10:00.000000,990.1535,9.8035,980.35,1.0,3,TRAILING_SL,v5
2026-04-06 10:26:00.000000,BULLISH,72925.93,72900,72800,CE,1022.95,1037.95,869.5075,869.5075,False,20,4,81836.0,BSE_FO|867574,CLOSED,2026-04-06 10:28:00.000000,1037.95,15.0,1200.0,1.466347,2,TARGET_HIT,v5
2026-04-06 11:12:00.000000,BEARISH,72749.73,72700,73000,PE,1029.3,1044.3,874.905,874.905,False,20,4,82344.0,BSE_FO|866353,CLOSED,2026-04-06 11:13:00.000000,1044.3,15.0,1200.0,1.457301,1,TARGET_HIT,v5
2026-04-06 11:23:00.000000,BULLISH,72985.61,73000,72900,CE,961.0,976.0,816.85,816.85,False,20,5,96100.0,BSE_FO|867779,CLOSED,2026-04-06 11:25:00.000000,976.0,15.0,1500.0,1.560874,2,TARGET_HIT,v5
2026-04-06 11:47:00.000000,BULLISH,73101.13,73100,72900,CE,1040.75,1055.75,884.6375,884.6375,False,20,4,83260.0,BSE_FO|867779,CLOSED,2026-04-06 11:50:00.000000,1055.75,15.0,1200.0,1.441268,3,TARGET_HIT,v5
2026-04-06 12:25:00.000000,BULLISH,73246.86,73200,73100,CE,1025.7,1040.7,871.845,871.845,False,20,4,82056.0,BSE_FO|866100,CLOSED,2026-04-06 12:27:00.000000,1040.7,15.0,1200.0,1.462416,2,TARGET_HIT,v5
2026-04-06 12:38:00.000000,BEARISH,73105.34,73100,73500,PE,1110.9,1125.9,944.265,944.265,False,20,4,88872.0,BSE_FO|866289,CLOSED,2026-04-06 12:41:00.000000,1125.9,15.0,1200.0,1.350257,3,TARGET_HIT,v5
2026-04-06 12:52:00.000000,BULLISH,73399.82,73400,73300,CE,1011.0,1026.0,859.35,859.35,False,20,4,80880.0,BSE_FO|866132,CLOSED,2026-04-06 12:53:00.000000,1026.0,15.0,1200.0,1.48368,1,TARGET_HIT,v5
2026-04-06 13:03:00.000000,BULLISH,73457.35,73500,73400,CE,980.0,995.0,833.0,833.0,False,20,5,98000.0,BSE_FO|866559,CLOSED,2026-04-06 13:04:00.000000,995.0,15.0,1500.0,1.530612,1,TARGET_HIT,v5
2026-04-06 13:16:00.000000,BULLISH,73771.22,73800,73600,CE,1097.8,1112.8,933.13,933.13,False,20,4,87824.0,BSE_FO|866598,CLOSED,2026-04-06 13:20:00.000000,1112.8,15.0,1200.0,1.366369,4,TARGET_HIT,v5
2026-04-06 13:57:00.000000,BULLISH,73767.54,73800,73700,CE,1002.8,1017.8,852.38,852.38,False,20,4,80224.0,BSE_FO|866205,CLOSED,2026-04-06 14:00:00.000000,1017.8,15.0,1200.0,1.495812,3,TARGET_HIT,v5
2026-04-06 14:13:00.000000,BULLISH,73903.77,73900,73800,CE,1034.5,1049.5,879.325,879.325,False,20,4,82760.0,BSE_FO|866640,CLOSED,2026-04-06 14:14:00.000000,1049.5,15.0,1200.0,1.449976,1,TARGET_HIT,v5
2026-04-06 14:26:00.000000,BULLISH,73874.2,73900,73800,CE,1012.2,1027.2,860.37,860.37,False,20,4,80976.0,BSE_FO|866640,CLOSED,2026-04-06 14:27:00.000000,1027.2,15.0,1200.0,1.481921,1,TARGET_HIT,v5
2026-04-06 14:40:00.000000,BULLISH,73954.3,74000,73900,CE,1016.8,1031.8,864.28,864.28,False,20,4,81344.0,BSE_FO|866490,CLOSED,2026-04-06 14:46:00.000000,1031.8,15.0,1200.0,1.475216,6,TARGET_HIT,v5
