entry_time,nifty_signal,nifty_spot,sensex_atm,entry_strike,option_type,entry_price,exit_target,stop_loss,lot_size,quantity_lots,capital_deployed,instrument_key,status,exit_time,exit_price,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason,type
2026-03-11 09:25:01,BEARISH,24240.80,,78400,PE,561.90,606.85,477.61,20,8,89904.00,,CLOSED,2026-03-11 09:25:29,565.20,3.3,528.00,+0.59,0,TRAILING_SL,v3
2026-03-11 09:28:01,BEARISH,24243.95,,78400,PE,564.00,609.12,479.40,20,8,90240.00,,CLOSED,2026-03-11 09:28:35,567.65,3.65,584.00,+0.65,0,TRAILING_SL,v3
2026-03-11 09:34:06,BEARISH,24218.60,,78300,PE,565.70,610.96,480.85,20,8,90512.00,,CLOSED,2026-03-11 09:36:29,612.65,46.95,7512.00,+8.30,2,TARGET_HIT,v3
2026-03-11 09:37:07,BEARISH,24191.75,,78200,PE,557.55,602.15,473.92,20,8,89208.00,,CLOSED,2026-03-11 09:38:28,561.60,4.05,648.00,+0.73,1,TRAILING_SL,v3
2026-03-11 09:40:07,BEARISH,24188.30,,78200,PE,571.00,616.68,485.35,20,8,91360.00,,CLOSED,2026-03-11 09:40:34,576.50,5.5,880.00,+0.96,0,TRAILING_SL,v3
2026-03-11 09:43:10,BEARISH,24184.50,,78200,PE,568.90,614.41,483.56,20,8,91024.00,,CLOSED,2026-03-11 09:43:38,573.40,4.5,720.00,+0.79,0,TRAILING_SL,v3
2026-03-11 10:01:09,BEARISH,24139.15,,78100,PE,597.30,645.08,507.70,20,8,95568.00,,CLOSED,2026-03-11 10:07:11,578.65,-18.65,-2984.00,-3.12,6,TIME_EXIT,v3
2026-03-11 10:07:17,BEARISH,24147.80,,78100,PE,571.65,617.38,485.90,20,8,91464.00,,CLOSED,2026-03-11 10:08:34,621.00,49.35,7896.00,+8.63,1,TARGET_HIT,v3
2026-03-11 10:10:17,BEARISH,24114.20,,78000,PE,606.40,654.91,515.44,20,8,97024.00,,CLOSED,2026-03-11 10:12:29,609.90,3.5,560.00,+0.58,2,TRAILING_SL,v3
2026-03-11 10:13:18,BEARISH,24123.25,,78000,PE,611.05,659.93,519.39,20,8,97768.00,,CLOSED,2026-03-11 10:19:20,584.20,-26.85,-4296.00,-4.39,6,TIME_EXIT,v3
2026-03-11 10:19:26,BEARISH,24128.60,,78100,PE,638.95,690.07,543.11,20,7,89453.00,,CLOSED,2026-03-11 10:23:45,641.20,2.25,315.00,+0.35,4,TRAILING_SL,v3
2026-03-11 10:25:20,BEARISH,24124.90,,78000,PE,595.95,643.63,506.56,20,8,95352.00,,CLOSED,2026-03-11 10:29:47,600.50,4.55,728.00,+0.76,4,TRAILING_SL,v3
