symbol,position_type,entry_time,exit_time,entry_price,exit_price,quantity,pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,entry_reason,oi_signal_count,trade_number
PNBHOUSING,LONG,2026-04-21T10:21:55.308348,2026-04-21T15:00:56.075018,984.25,981.5,50,-137.5,-0.27940055880111764,EOD_EXIT,279,0.7315214630429308,NORMAL_3RD_OI_WITH_STRONG_BULLISH,109,1
PHOENIXLTD,LONG,2026-04-21T10:21:55.627382,2026-04-21T15:00:56.075374,1818.8,1807.3,27,-310.5,-0.6322850230921486,EOD_EXIT,279,0.8357158566087555,NORMAL_3RD_OI_WITH_STRONG_BULLISH,21,2
WAAREEENER,LONG,2026-04-21T11:06:52.300470,2026-04-21T15:00:56.075774,3536.0,3485.4,14,-708.3999999999987,-1.4309954751131195,EOD_EXIT,234,0.028280542986425343,NORMAL_3RD_OI_WITH_STRONG_BULLISH,197,3
SWIGGY,LONG,2026-04-21T11:20:26.778760,2026-04-21T15:00:56.076170,283.6,283.4,176,-35.200000000008004,-0.07052186177716695,EOD_EXIT,220,0.2644569816643159,NORMAL_3RD_OI_WITH_STRONG_BULLISH,77,4
