symbol,entry_time,exit_time,entry_price,exit_price,quantity,position_type,net_pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,exit_level,hard_stop_915,confluence_trade,oi_signal_pattern,hybrid_signal_type,entry_reason
IEX,2026-04-20T10:14:14.462037,2026-04-20T11:26:07.759275,126.99,125.45,393,SHORT,605.2199999999968,1.2126939129065217,PROFIT_TRAILING_STOP_5MIN,71,1.2126939129065217,125.59,132.89,True,STRONG_BEARISH,EXTREME_BEARISH,UNKNOWN
KFINTECH,2026-04-20T10:17:11.196841,2026-04-20T11:54:24.615119,970.1,984.3,51,SHORT,-724.1999999999965,-1.463766621997725,HARD_STOP_LOSS_915,97,0.0,983.4,983.4,True,BEARISH,BEARISH,UNKNOWN
