symbol,position_type,entry_time,exit_time,entry_price,exit_price,quantity,pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,entry_reason,oi_signal_count,trade_number
HEROMOTOCO,LONG,2026-03-10T11:52:41.453449,2026-03-10T15:00:18.870998,5667.0,5696.0,8,232.0,0.5117346038468326,EOD_EXIT,187,0.5117346038468326,NORMAL_3RD_OI_WITH_STRONG_BULLISH,123,1
