symbol,entry_time,exit_time,entry_price,exit_price,quantity,position_type,net_pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,exit_level,hard_stop_915,confluence_trade,oi_signal_pattern,hybrid_signal_type,entry_reason,scenario,signal_type,leveraged_exposure,rule_triggered,return_pct,entry_order_id,exit_order_id,trade_completed,trade_number,zerodha_symbol,transaction_costs_applied,oi_signal_strength,oi_atm_strike,hybrid_oi_change_pct,hybrid_price_change_pct,confluence_strength,confluence_time_gap_seconds,trailing_stop_high,previous_candle_high,final_holding_minutes,final_profit_pct,system_version
RBLBANK,2026-01-19T09:25:40.940265,2026-01-19T09:52:06.771599,305.1,302.0,163,SHORT,505.3000000000037,1.0160603080957138,PROFIT_TRAILING_STOP_5MIN,26,1.704359226483135,303.35,309.0,True,BEARISH,EXTREME_BEARISH,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,
ZYDUSLIFE,2026-01-19T10:59:19.577847,2026-01-19T12:47:17.486038,864.7,868.95,57,SHORT,-242.25,-0.4914999421764774,HARD_STOP_LOSS_915,107,0.052041170348102864,868.25,868.25,True,BEARISH,BEARISH,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,
WIPRO,09:23,2026-01-19T14:59:35.906707,245.25,246.6,203,SHORT,-274.05,,EOD_EXIT,334,0.24464831804281115,,,True,BEARISH,BEARISH,,CONFLUENCE_CONFIRMED,CONFLUENCE_BEARISH,50000.0,1.0,-2.74,260119190168078,260119191580895,2026-01-19T14:59:36.415140,1.0,WIPRO,False,0.53,270.0,3.36,-8.08,0.0,0.0,245.4,245.4,334.0,0.0,CONFLUENCE_TRADING_SYSTEM_v2.0_SIMPLE_TRAILING_STOP
ICICIBANK,10:50,2026-01-19T14:59:35.906707,1366.8,1383.4,36,SHORT,-597.6,,EOD_EXIT,248,0.051214515657012405,,,True,BEARISH,BEARISH,,CONFLUENCE_CONFIRMED,CONFLUENCE_BEARISH,50000.0,1.0,-5.98,260119190698248,260119191580923,2026-01-19T14:59:36.996381,3.0,ICICIBANK,False,0.73,1450.0,2.13,-3.27,0.0,0.0,1367.6,1367.6,248.0,0.0,CONFLUENCE_TRADING_SYSTEM_v2.0_SIMPLE_TRAILING_STOP
