symbol,entry_time,exit_time,entry_price,exit_price,quantity,position_type,net_pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,exit_level,hard_stop_915,confluence_trade,oi_signal_pattern,hybrid_signal_type,entry_reason
BSE,2026-02-16T09:22:18.205929,2026-02-16T09:34:10.970446,2778.0,2823.2,17,SHORT,-768.3999999999969,-1.6270698344132404,HARD_STOP_LOSS_915,11,0.0,2810.0,2810.0,True,STRONG_BEARISH,BEARISH,UNKNOWN
NUVAMA,2026-02-16T09:54:22.322449,2026-02-16T10:00:34.519613,1255.7,1260.7,39,SHORT,-195.0,-0.3981842796846381,HARD_STOP_LOSS_915,6,0.0,1260.0,1260.0,True,STRONG_BEARISH,EXTREME_BEARISH,UNKNOWN
PIIND,2026-02-16T10:34:51.442727,2026-02-16T11:08:08.774910,3062.0,3028.6,16,SHORT,534.4000000000015,1.0907903331156137,PROFIT_TRAILING_STOP_5MIN,33,1.1267145656433704,3031.4,3167.4,True,BEARISH,BEARISH,UNKNOWN
