entry_time,nifty_signal,nifty_spot,sensex_atm,entry_strike,option_type,entry_price,exit_target,stop_loss,lot_size,quantity_lots,capital_deployed,instrument_key,status,exit_time,exit_price,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason,type
2026-03-23 09:16:08,BEARISH,22642.55,,73300,PE,1068.20,1153.66,907.97,20,4,85456.00,,CLOSED,2026-03-23 09:17:05,905.35,-162.85,-13028.00,-15.25,0,STOP_LOSS,v2
2026-03-23 09:19:10,BEARISH,22684.35,,73400,PE,1017.10,1098.47,864.53,20,4,81368.00,,CLOSED,2026-03-23 09:54:19,1099.85,82.75,6620.00,+8.14,35,TARGET_HIT,v2
2026-03-23 09:54:25,BEARISH,22634.15,,73300,PE,1043.90,1127.41,887.32,20,4,83512.00,,CLOSED,2026-03-23 09:56:07,1054.15,10.25,820.00,+0.98,1,TRAILING_SL,v2
2026-03-23 09:56:13,BEARISH,22630.20,,73300,PE,1066.10,1151.39,906.18,20,4,85288.00,,CLOSED,2026-03-23 09:58:33,1076.45,10.35,828.00,+0.97,2,TRAILING_SL,v2
2026-03-23 09:58:39,BEARISH,22626.05,,73300,PE,1064.10,1149.23,904.48,20,4,85128.00,,CLOSED,2026-03-23 10:00:17,1152.55,88.45,7076.00,+8.31,1,TARGET_HIT,v2
2026-03-23 10:01:20,BEARISH,22599.50,,73200,PE,1077.40,1163.59,915.79,20,4,86192.00,,CLOSED,2026-03-23 10:20:02,1163.80,86.4,6912.00,+8.02,18,TARGET_HIT,v2
2026-03-23 10:20:08,BEARISH,22550.15,,73100,PE,1115.10,1204.31,947.83,20,4,89208.00,,CLOSED,2026-03-23 10:30:30,1119.30,4.2,336.00,+0.38,10,TRAILING_SL,v2
2026-03-23 10:30:36,BEARISH,22544.55,,73000,PE,1059.50,1144.26,900.57,20,4,84760.00,,CLOSED,2026-03-23 10:59:04,1070.00,10.5,840.00,+0.99,28,TRAILING_SL,v2
2026-03-23 10:59:10,BEARISH,22533.45,,73000,PE,1067.95,1153.39,907.76,20,4,85436.00,,CLOSED,2026-03-23 11:04:08,1072.90,4.95,396.00,+0.46,4,TRAILING_SL,v2
2026-03-23 11:04:19,BEARISH,22526.70,,73000,PE,1081.55,1168.07,919.32,20,4,86524.00,,CLOSED,2026-03-23 12:24:52,1170.90,89.35,7148.00,+8.26,80,TARGET_HIT,v2
2026-03-23 12:24:58,BEARISH,22483.70,,72900,PE,1123.50,1213.38,954.98,20,4,89880.00,,CLOSED,2026-03-23 13:44:05,950.70,-172.8,-13824.00,-15.38,79,STOP_LOSS,v2
2026-03-23 13:44:11,BEARISH,22562.55,,73100,PE,1039.90,1123.09,883.92,20,4,83192.00,,CLOSED,2026-03-23 14:03:44,882.80,-157.1,-12568.00,-15.11,19,STOP_LOSS,v2
2026-03-23 14:29:31,BEARISH,22619.15,,73400,PE,1066.40,1151.71,906.44,20,4,85312.00,,CLOSED,2026-03-23 14:32:02,1175.90,109.5,8760.00,+10.27,2,TARGET_HIT,v2
2026-03-23 14:38:37,BEARISH,22568.30,,73200,PE,1022.65,1104.46,869.25,20,4,81812.00,,CLOSED,2026-03-23 14:39:19,1030.00,7.35,588.00,+0.72,0,TRAILING_SL,v2
2026-03-23 14:39:25,BEARISH,22563.50,,73200,PE,1025.45,1107.49,871.63,20,4,82036.00,,CLOSED,2026-03-23 14:41:59,1029.85,4.4,352.00,+0.43,2,TRAILING_SL,v2
2026-03-23 14:42:05,BEARISH,22553.90,,73200,PE,1051.90,1136.05,894.12,20,4,84152.00,,CLOSED,2026-03-23 14:43:53,1050.00,-1.9,-152.00,-0.18,1,TRAILING_SL,v2
2026-03-23 14:50:38,BEARISH,22614.75,,73300,PE,1016.70,1098.04,864.20,20,4,81336.00,,CLOSED,2026-03-23 14:56:01,1022.00,5.3,424.00,+0.52,5,TRAILING_SL,v2
2026-03-23 14:56:07,BEARISH,22598.10,,73300,PE,1034.15,1116.88,879.03,20,4,82732.00,,CLOSED,2026-03-23 15:00:36,1039.50,5.35,428.00,+0.52,4,TRAILING_SL,v2
2026-03-23 15:05:45,BEARISH,22510.60,,73000,PE,1015.55,1096.79,863.22,20,4,81244.00,,CLOSED,2026-03-23 15:07:33,1023.40,7.85,628.00,+0.77,1,TRAILING_SL,v2
