entry_time,nifty_signal,nifty_spot,sensex_atm,entry_strike,option_type,entry_price,exit_target,stop_loss,lot_size,quantity_lots,capital_deployed,instrument_key,status,exit_time,exit_price,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason,type
2026-03-23 09:16:04,BEARISH,22650.25,,73300,PE,1061.65,1146.58,902.40,20,4,84932.00,,CLOSED,2026-03-23 09:17:11,898.85,-162.8,-13024.00,-15.33,1,STOP_LOSS,v3
2026-03-23 09:17:17,BEARISH,22704.80,,73500,PE,1014.60,1095.77,862.41,20,4,81168.00,,CLOSED,2026-03-23 09:20:59,1018.95,4.35,348.00,+0.43,3,TRAILING_SL,v3
2026-03-23 09:21:05,BEARISH,22699.60,,73500,PE,1035.90,1118.77,880.52,20,4,82872.00,,CLOSED,2026-03-23 09:27:05,1006.00,-29.9,-2392.00,-2.89,6,TIME_EXIT,v3
2026-03-23 09:27:11,BEARISH,22720.95,,73600,PE,1053.05,1137.29,895.09,20,4,84244.00,,CLOSED,2026-03-23 09:30:22,1061.15,8.1,648.00,+0.77,3,TRAILING_SL,v3
2026-03-23 09:30:28,BEARISH,22703.15,,73500,PE,1022.90,1104.73,869.46,20,4,81832.00,,CLOSED,2026-03-23 09:36:28,987.50,-35.4,-2832.00,-3.46,6,TIME_EXIT,v3
2026-03-23 09:36:34,BEARISH,22729.50,,73600,PE,1028.85,1111.16,874.52,20,4,82308.00,,CLOSED,2026-03-23 09:42:35,1086.40,57.55,4604.00,+5.59,6,TIME_EXIT,v3
2026-03-23 09:43:14,BEARISH,22699.00,,73500,PE,1023.95,1105.87,870.36,20,4,81916.00,,CLOSED,2026-03-23 09:49:16,1103.10,79.15,6332.00,+7.73,6,TIME_EXIT,v3
2026-03-23 09:49:22,BEARISH,22661.85,,73400,PE,1043.85,1127.36,887.27,20,4,83508.00,,CLOSED,2026-03-23 09:52:56,1050.15,6.3,504.00,+0.60,3,TRAILING_SL,v3
2026-03-23 09:53:05,BEARISH,22652.15,,73400,PE,1068.00,1153.44,907.80,20,4,85440.00,,CLOSED,2026-03-23 09:56:50,1156.10,88.1,7048.00,+8.25,3,TARGET_HIT,v3
2026-03-23 09:56:56,BEARISH,22610.30,,73300,PE,1115.00,1204.20,947.75,20,4,89200.00,,CLOSED,2026-03-23 10:01:21,1121.20,6.2,496.00,+0.56,4,TRAILING_SL,v3
2026-03-23 10:01:27,BEARISH,22604.50,,73200,PE,1063.75,1148.85,904.19,20,4,85100.00,,CLOSED,2026-03-23 10:02:39,1071.35,7.6,608.00,+0.71,1,TRAILING_SL,v3
2026-03-23 10:04:22,BEARISH,22607.85,,73200,PE,1064.00,1149.12,904.40,20,4,85120.00,,CLOSED,2026-03-23 10:10:22,1070.95,6.95,556.00,+0.65,6,TIME_EXIT,v3
2026-03-23 10:10:28,BEARISH,22598.00,,73200,PE,1063.05,1148.09,903.59,20,4,85044.00,,CLOSED,2026-03-23 10:15:53,1149.40,86.35,6908.00,+8.12,5,TARGET_HIT,v3
2026-03-23 10:15:59,BEARISH,22561.90,,73100,PE,1099.00,1186.92,934.15,20,4,87920.00,,CLOSED,2026-03-23 10:21:59,1112.15,13.15,1052.00,+1.20,6,TIME_EXIT,v3
2026-03-23 10:22:06,BEARISH,22545.85,,73000,PE,1069.25,1154.79,908.86,20,4,85540.00,,CLOSED,2026-03-23 10:28:05,1060.40,-8.85,-708.00,-0.83,6,TIME_EXIT,v3
2026-03-23 10:28:11,BEARISH,22548.20,,73000,PE,1061.70,1146.64,902.45,20,4,84936.00,,CLOSED,2026-03-23 10:30:27,1072.05,10.35,828.00,+0.97,2,TRAILING_SL,v3
2026-03-23 10:30:33,BEARISH,22543.40,,73000,PE,1063.55,1148.63,904.02,20,4,85084.00,,CLOSED,2026-03-23 10:36:33,1032.95,-30.6,-2448.00,-2.88,6,TIME_EXIT,v3
2026-03-23 10:36:39,BEARISH,22564.35,,73100,PE,1068.00,1153.44,907.80,20,4,85440.00,,CLOSED,2026-03-23 10:42:40,1100.90,32.9,2632.00,+3.08,6,TIME_EXIT,v3
2026-03-23 10:42:47,BEARISH,22551.00,,73100,PE,1096.40,1184.11,931.94,20,4,87712.00,,CLOSED,2026-03-23 10:48:49,1120.35,23.95,1916.00,+2.18,6,TIME_EXIT,v3
2026-03-23 10:48:55,BEARISH,22536.40,,73000,PE,1065.70,1150.96,905.85,20,4,85256.00,,CLOSED,2026-03-23 10:54:39,1075.05,9.35,748.00,+0.88,5,TRAILING_SL,v3
2026-03-23 10:55:39,BEARISH,22520.55,,73000,PE,1108.00,1196.64,941.80,20,4,88640.00,,CLOSED,2026-03-23 11:01:38,1121.30,13.3,1064.00,+1.20,6,TIME_EXIT,v3
2026-03-23 11:01:44,BEARISH,22508.05,,72900,PE,1071.75,1157.49,910.99,20,4,85740.00,,CLOSED,2026-03-23 11:07:46,933.35,-138.4,-11072.00,-12.91,6,TIME_EXIT,v3
2026-03-23 11:37:46,BEARISH,22523.40,,73000,PE,1072.40,1158.19,911.54,20,4,85792.00,,CLOSED,2026-03-23 11:43:46,1072.75,0.35,28.00,+0.03,6,TIME_EXIT,v3
2026-03-23 11:43:52,BEARISH,22524.70,,73000,PE,1077.45,1163.65,915.83,20,4,86196.00,,CLOSED,2026-03-23 11:49:52,1054.80,-22.65,-1812.00,-2.10,6,TIME_EXIT,v3
2026-03-23 12:20:02,BEARISH,22523.45,,73000,PE,1095.00,1182.60,930.75,20,4,87600.00,,CLOSED,2026-03-23 12:25:17,1188.60,93.6,7488.00,+8.55,5,TARGET_HIT,v3
2026-03-23 12:25:23,BEARISH,22482.40,,72900,PE,1139.90,1231.09,968.92,20,4,91192.00,,CLOSED,2026-03-23 12:31:23,1092.90,-47.0,-3760.00,-4.12,6,TIME_EXIT,v3
2026-03-23 12:32:08,BEARISH,22511.15,,73000,PE,1121.45,1211.17,953.23,20,4,89716.00,,CLOSED,2026-03-23 12:38:08,1036.90,-84.55,-6764.00,-7.54,6,TIME_EXIT,v3
2026-03-23 12:56:12,BEARISH,22502.20,,72900,PE,1083.05,1169.69,920.59,20,4,86644.00,,CLOSED,2026-03-23 12:58:47,1093.40,10.35,828.00,+0.96,2,TRAILING_SL,v3
2026-03-23 12:59:10,BEARISH,22502.45,,73000,PE,1131.30,1221.80,961.60,20,4,90504.00,,CLOSED,2026-03-23 13:05:11,1169.40,38.1,3048.00,+3.37,6,TIME_EXIT,v3
2026-03-23 13:05:17,BEARISH,22478.15,,72900,PE,1122.70,1212.52,954.29,20,4,89816.00,,CLOSED,2026-03-23 13:11:19,1112.40,-10.3,-824.00,-0.92,6,TIME_EXIT,v3
2026-03-23 13:11:25,BEARISH,22480.75,,72900,PE,1112.40,1201.39,945.54,20,4,88992.00,,CLOSED,2026-03-23 13:17:25,1068.20,-44.2,-3536.00,-3.97,6,TIME_EXIT,v3
2026-03-23 13:35:21,BEARISH,22516.60,,73000,PE,1072.55,1158.35,911.67,20,4,85804.00,,CLOSED,2026-03-23 13:41:22,1046.40,-26.15,-2092.00,-2.44,6,TIME_EXIT,v3
2026-03-23 13:47:21,BEARISH,22573.20,,73200,PE,1063.25,1148.31,903.76,20,4,85060.00,,CLOSED,2026-03-23 13:53:22,1003.45,-59.8,-4784.00,-5.62,6,TIME_EXIT,v3
2026-03-23 14:29:34,BEARISH,22614.05,,73400,PE,1077.70,1163.92,916.04,20,4,86216.00,,CLOSED,2026-03-23 14:32:02,1175.90,98.2,7856.00,+9.11,2,TARGET_HIT,v3
2026-03-23 14:38:33,BEARISH,22570.65,,73200,PE,1016.30,1097.60,863.85,20,4,81304.00,,CLOSED,2026-03-23 14:39:26,1021.50,5.2,416.00,+0.51,0,TRAILING_SL,v3
