symbol,position_type,entry_time,exit_time,entry_price,exit_price,quantity,pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,entry_reason,oi_signal_count,trade_number
OIL,LONG,2026-01-14T09:38:30.274584,2026-01-14T15:00:57.588108,460.35,457.8,108,-275.4000000000012,-0.5539263603779757,EOD_EXIT,322,1.2924948408819352,NORMAL_3RD_OI_WITH_STRONG_BULLISH,49,1
COALINDIA,LONG,2026-01-14T09:54:03.289372,2026-01-14T15:00:57.588539,440.25,432.8,113,-841.8499999999988,-1.6922203293583165,EOD_EXIT,306,0.06814310051107583,NORMAL_3RD_OI_WITH_STRONG_BULLISH,85,2
LAURUSLABS,LONG,2026-01-14T10:16:08.401525,2026-01-14T15:00:57.588959,1090.0,1092.6,45,116.99999999999591,0.23853211009173475,EOD_EXIT,284,0.6972477064220101,NORMAL_3RD_OI_WITH_STRONG_BULLISH,41,3
HINDALCO,LONG,2026-01-14T10:57:58.312385,2026-01-14T15:00:57.589372,956.55,954.8,52,-91.0,-0.18294914013904134,EOD_EXIT,242,0.1881762584287354,NORMAL_3RD_OI_WITH_STRONG_BULLISH,201,4
VEDL,LONG,2026-01-14T11:10:56.853928,2026-01-14T15:00:57.589763,672.85,676.15,74,244.19999999999663,0.4904510663595087,EOD_EXIT,230,0.7282455227762469,NORMAL_3RD_OI_WITH_STRONG_BULLISH,415,5
TATASTEEL,LONG,2026-01-14T11:28:02.661179,2026-01-14T15:00:57.590141,189.13,189.4,264,71.2800000000027,0.14275894887115223,EOD_EXIT,212,0.2960926346957131,NORMAL_3RD_OI_WITH_STRONG_BULLISH,305,6
DALBHARAT,LONG,2026-01-14T11:36:18.031975,2026-01-14T15:00:57.590506,2175.0,2177.5,22,55.0,0.11494252873563218,EOD_EXIT,204,0.367816091954023,NORMAL_3RD_OI_WITH_STRONG_BULLISH,158,7
