symbol,position_type,entry_time,exit_time,entry_price,exit_price,quantity,pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,entry_reason,oi_signal_count,trade_number,exit_level,hard_stop_915
JUBLFOOD,LONG,2026-02-11T09:52:30.008362,2026-02-11T09:52:30.600814,552.5,552.5,90,0.0,0.0,HARD_STOP_LOSS_915,0,0,NORMAL_3RD_OI_WITH_STRONG_BULLISH,29,2,564.85,564.85
MOTHERSON,LONG,2026-02-11T09:35:35.322388,2026-02-11T14:51:04.924625,134.6,130.45,371,-1539.6500000000021,-3.083209509658251,HARD_STOP_LOSS_915,315,0.5200594353640543,NORMAL_3RD_OI_WITH_STRONG_BULLISH,35,1,130.63,130.63
PGEL,LONG,2026-02-11T10:47:01.491545,2026-02-11T15:00:49.539754,614.3,619.7,81,437.40000000000737,0.8790493244343304,EOD_EXIT,253,1.6360084649194317,NORMAL_3RD_OI_WITH_STRONG_BULLISH,106,3,,
DIVISLAB,LONG,2026-02-11T10:50:39.707923,2026-02-11T15:00:49.540502,6236.0,6325.0,8,712.0,1.4271969211032713,EOD_EXIT,250,1.9002565747273894,NORMAL_3RD_OI_WITH_STRONG_BULLISH,79,4,,
AMBER,LONG,2026-02-11T11:01:12.676368,2026-02-11T15:00:49.541083,7591.0,7680.0,6,534.0,1.1724410486101964,EOD_EXIT,239,1.1724410486101964,NORMAL_3RD_OI_WITH_STRONG_BULLISH,195,5,,
INDUSTOWER,LONG,2026-02-11T11:01:13.066143,2026-02-11T15:00:49.541654,470.0,467.8,106,-233.1999999999988,-0.46808510638297635,EOD_EXIT,239,0.36170212765957205,NORMAL_3RD_OI_WITH_STRONG_BULLISH,184,6,,
FORTIS,LONG,2026-02-11T11:08:35.170135,2026-02-11T15:00:49.542694,922.65,920.55,54,-113.40000000000123,-0.22760526743619172,EOD_EXIT,232,0.25470113260716665,NORMAL_3RD_OI_WITH_STRONG_BULLISH,233,7,,
BRITANNIA,LONG,2026-02-11T11:08:35.542014,2026-02-11T15:00:49.543288,6095.0,6004.0,8,-728.0,-1.4930270713699754,EOD_EXIT,232,0,NORMAL_3RD_OI_WITH_STRONG_BULLISH,135,8,,
MARUTI,LONG,2026-02-11T11:12:00.786601,2026-02-11T15:00:49.543887,15362.0,15400.0,3,114.0,0.24736362452805624,EOD_EXIT,228,0.29944017706027865,NORMAL_3RD_OI_WITH_STRONG_BULLISH,143,9,,
ASTRAL,LONG,2026-02-11T11:49:03.262584,2026-02-11T15:00:49.544467,1572.5,1595.0,31,697.5,1.4308426073131957,EOD_EXIT,191,1.602543720190782,NORMAL_3RD_OI_WITH_STRONG_BULLISH,243,10,,
