symbol,entry_time,exit_time,entry_price,exit_price,quantity,position_type,net_pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,exit_level,hard_stop_915,confluence_trade,oi_signal_pattern,hybrid_signal_type,entry_reason
ZYDUSLIFE,2026-02-10T09:47:24.462884,2026-02-10T10:11:05.953974,902.3,897.95,55,SHORT,239.249999999995,0.48210129668623625,PROFIT_TRAILING_STOP_5MIN,23,0.5153496619749504,899.0,920.0,True,STRONG_BEARISH,BEARISH,UNKNOWN
POLICYBZR,2026-02-10T09:54:26.877869,2026-02-10T10:46:40.651736,1486.3,1482.1,33,SHORT,138.6000000000015,0.28258090560452437,PROFIT_TRAILING_STOP_5MIN,52,0.6055305120096885,1481.5,1549.5,True,STRONG_BEARISH,EXTREME_BEARISH,UNKNOWN
