symbol,entry_time,exit_time,entry_price,exit_price,quantity,position_type,net_pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,exit_level,hard_stop_915,confluence_trade,oi_signal_pattern,hybrid_signal_type,entry_reason
BDL,2026-04-09T09:53:28.230169,2026-04-09T10:05:29.705504,1288.2,1290.1,38,SHORT,-72.19999999999482,-0.14749262536872096,HARD_STOP_LOSS_915,12,0.3493246390312063,1290.0,1290.0,True,BEARISH,BEARISH,UNKNOWN
NAM-INDIA,2026-04-09T09:40:32.059984,2026-04-09T10:26:08.528834,898.6,890.75,55,SHORT,431.75000000000125,0.8735811261963079,PROFIT_TRAILING_STOP_5MIN,45,1.2908969508123773,890.8,906.95,True,BEARISH,BEARISH,UNKNOWN
