symbol,position_type,entry_time,exit_time,entry_price,exit_price,quantity,pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,entry_reason,oi_signal_count,trade_number
WAAREEENER,LONG,2026-03-17T09:57:57.142912,2026-03-17T15:00:26.401886,2857.5,2890.0,17,552.5,1.1373578302712162,EOD_EXIT,302,3.5800524934383264,NORMAL_3RD_OI_WITH_STRONG_BULLISH,61,1
PREMIERENE,LONG,2026-03-17T10:11:45.438357,2026-03-17T15:00:26.402469,814.15,807.0,61,-436.1499999999986,-0.8782165448627375,EOD_EXIT,288,2.05736043726586,NORMAL_3RD_OI_WITH_STRONG_BULLISH,99,2
