symbol,position_type,entry_time,exit_time,entry_price,exit_price,quantity,pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,entry_reason,oi_signal_count,trade_number
AMBER,LONG,2026-04-13T09:36:44.732138,2026-04-13T15:00:03.361402,7250.0,7168.5,6,-489.0,-1.1241379310344828,EOD_EXIT,323,0,NORMAL_3RD_OI_WITH_STRONG_BULLISH,35,1
ASTRAL,LONG,2026-04-13T10:12:09.609336,2026-04-13T15:00:03.362133,1626.3,1623.4,30,-86.99999999999591,-0.1783188833548462,EOD_EXIT,287,0.46731845292997215,NORMAL_3RD_OI_WITH_STRONG_BULLISH,81,2
WAAREEENER,LONG,2026-04-13T10:25:15.819441,2026-04-13T15:00:03.362874,3368.0,3337.1,14,-432.6000000000013,-0.9174584323040407,EOD_EXIT,274,0.2345605700712616,NORMAL_3RD_OI_WITH_STRONG_BULLISH,62,3
ADANIENSOL,LONG,2026-04-13T11:11:07.944699,2026-04-13T15:00:03.363458,1175.2,1170.7,42,-189.0,-0.38291354663036076,EOD_EXIT,228,0.918992511912862,NORMAL_3RD_OI_WITH_STRONG_BULLISH,135,4
TATAPOWER,LONG,2026-04-13T11:23:50.466341,2026-04-13T15:00:03.364015,412.15,410.15,121,-242.0,-0.48526022079340053,EOD_EXIT,216,1.1282300133446646,NORMAL_3RD_OI_WITH_STRONG_BULLISH,200,5
ABB,LONG,2026-04-13T11:31:53.040590,2026-04-13T15:00:03.364620,6846.0,6860.5,7,101.5,0.21180251241600936,EOD_EXIT,208,0.29944493134677186,NORMAL_3RD_OI_WITH_STRONG_BULLISH,122,6
