entry_time,nifty_signal,nifty_spot,sensex_atm,entry_strike,option_type,entry_price,exit_target,stop_loss,lot_size,quantity_lots,capital_deployed,instrument_key,status,exit_time,exit_price,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason
2026-02-01 10:41:04.268859,BULLISH,25381.45,82500,82200,CE,961.2,1038.0960000000002,768.96,20,5,96120.0,BSE_FO|823091,CLOSED,2026-02-01 11:11:05.799254,1057.1,95.89999999999986,9589.999999999985,9.977111943404065,30,TARGET_HIT
2026-02-01 11:11:05.802812,BULLISH,25430.05,82700,82400,CE,928.65,1002.942,742.9200000000001,20,5,92865.0,BSE_FO|823121,CLOSED,2026-02-01 11:42:18.067019,717.75,-210.89999999999998,-21090.0,-22.710386044257792,31,STOP_LOSS
2026-02-01 11:42:18.072405,BULLISH,25320.95,82300,82000,CE,956.25,1032.75,765.0,20,5,95625.0,BSE_FO|823059,CLOSED,2026-02-01 12:12:25.164172,726.45,-229.79999999999995,-22979.999999999996,-24.031372549019604,30,STOP_LOSS
2026-02-01 12:12:25.169726,BEARISH,25206.6,82100,82400,PE,785.85,848.7180000000001,628.6800000000001,20,6,94302.0,BSE_FO|823235,CLOSED,2026-02-01 12:19:08.526295,881.15,95.29999999999995,11435.999999999995,12.126996246102939,6,TARGET_HIT
2026-02-01 12:19:08.533117,BEARISH,25164.05,81900,82200,PE,784.45,847.2060000000001,627.5600000000001,20,6,94134.0,BSE_FO|823201,CLOSED,2026-02-01 12:20:18.436436,1062.95,278.5,33420.0,35.50258142647715,1,TARGET_HIT
2026-02-01 12:20:18.443389,BEARISH,25036.65,81400,81700,PE,736.8,795.744,589.4399999999999,20,6,88416.0,BSE_FO|823361,CLOSED,2026-02-01 12:24:51.452437,811.35,74.55000000000007,8946.000000000007,10.118078175895775,4,TARGET_HIT
2026-02-01 12:24:51.463180,BEARISH,25029.1,81400,81700,PE,813.4,878.472,650.72,20,6,97608.0,BSE_FO|823361,CLOSED,2026-02-01 12:28:25.229569,922.2,108.80000000000007,13056.000000000007,13.375952790754864,3,TARGET_HIT
2026-02-01 12:28:25.239063,BEARISH,24979.4,81200,81500,PE,821.45,887.166,657.1600000000001,20,6,98574.0,BSE_FO|823327,CLOSED,2026-02-01 12:29:38.611207,903.5,82.04999999999995,9845.999999999995,9.988435084302143,1,TARGET_HIT
2026-02-01 12:29:38.617729,BEARISH,24945.1,81100,81400,PE,873.35,943.2180000000001,698.6800000000001,20,5,87335.0,BSE_FO|823470,CLOSED,2026-02-01 12:30:51.761001,1193.55,320.19999999999993,32019.999999999993,36.663422453769954,1,TARGET_HIT
2026-02-01 12:31:55.751162,BEARISH,24632.7,80200,80500,PE,871.75,941.49,697.4000000000001,20,5,87175.0,BSE_FO|823015,CLOSED,2026-02-01 12:33:13.298570,607.1,-264.65,-26465.0,-30.35847433323774,1,STOP_LOSS
2026-02-01 12:33:13.311084,BEARISH,24882.85,81000,81300,PE,977.2,1055.3760000000002,781.7600000000001,20,5,97720.0,BSE_FO|823296,CLOSED,2026-02-01 12:34:26.868275,1138.2,161.0,16100.0,16.475644699140403,1,TARGET_HIT
2026-02-01 12:35:32.913807,BEARISH,24890.95,81000,81300,PE,1011.25,1092.15,809.0,20,4,80900.0,BSE_FO|823296,CLOSED,2026-02-01 12:39:55.992209,731.85,-279.4,-22352.0,-27.629171817058097,4,STOP_LOSS
2026-02-01 12:39:55.995231,BULLISH,25010.85,81400,81100,CE,982.7,1061.316,786.1600000000001,20,5,98270.0,BSE_FO|823450,CLOSED,2026-02-01 13:03:53.063242,1099.25,116.54999999999995,11654.999999999996,11.860181133611473,23,TARGET_HIT
2026-02-01 13:03:53.066629,BULLISH,25117.5,81700,81400,CE,890.0,961.2,712.0,20,5,89000.0,BSE_FO|823346,CLOSED,2026-02-01 13:53:10.918655,686.7,-203.29999999999995,-20329.999999999996,-22.842696629213478,49,STOP_LOSS
2026-02-01 13:53:10.924427,BULLISH,24999.8,81400,81100,CE,848.9,916.812,679.12,20,5,84890.0,BSE_FO|823450,CLOSED,2026-02-01 13:59:38.655270,923.7,74.80000000000007,7480.000000000007,8.81140299210744,6,TARGET_HIT
2026-02-01 13:59:38.658112,BEARISH,25044.5,81500,81800,PE,787.35,850.3380000000001,629.8800000000001,20,6,94482.0,BSE_FO|823226,CLOSED,2026-02-01 14:07:07.744785,879.65,92.29999999999995,11075.999999999995,11.722867847844027,7,TARGET_HIT
2026-02-01 14:07:07.747050,BULLISH,25019.1,81400,81100,CE,857.6,926.2080000000001,686.08,20,5,85760.0,BSE_FO|823450,CLOSED,2026-02-01 14:35:23.616566,938.15,80.54999999999995,8054.999999999995,9.392490671641786,28,TARGET_HIT
2026-02-01 14:35:23.619672,BEARISH,25066.35,81500,81800,PE,784.5,847.2600000000001,627.6,20,6,94140.0,BSE_FO|823226,CLOSED,2026-02-01 14:48:15.469215,897.4,112.89999999999998,13547.999999999996,14.391332058636072,12,TARGET_HIT
2026-02-01 14:48:15.473461,BULLISH,25013.0,81400,81100,CE,833.7,900.3960000000001,666.96,20,5,83370.0,BSE_FO|823450,CLOSED,2026-02-01 15:07:35.474085,665.75,-167.95000000000005,-16795.000000000004,-20.14513614009836,19,STOP_LOSS
2026-02-01 15:07:35.475882,BEARISH,24919.3,81100,81400,PE,823.6,889.488,658.8800000000001,20,6,98832.0,BSE_FO|823470,CLOSED,2026-02-01 15:09:44.124737,920.15,96.54999999999995,11585.999999999995,11.722923749392903,2,TARGET_HIT
2026-02-01 15:09:44.130045,BEARISH,24877.65,80900,81200,PE,800.2,864.2160000000001,640.1600000000001,20,6,96024.0,BSE_FO|823432,CLOSED,2026-02-01 15:16:07.135063,966.05,165.8499999999999,19901.99999999999,20.726068482879267,6,TARGET_HIT
2026-02-01 15:16:07.140545,BEARISH,24797.05,80700,81000,PE,846.25,913.95,677.0,20,5,84625.0,BSE_FO|823393,CLOSED,2026-02-01 15:25:45.099558,925.95,79.70000000000005,7970.000000000005,9.418020679468247,9,TARGET_HIT
2026-02-01 15:25:45.106119,BEARISH,24738.05,80400,80700,PE,745.7,805.3560000000001,596.5600000000001,20,6,89484.0,BSE_FO|823051,CLOSED,2026-02-01 15:30:02.757642,739.05,-6.650000000000091,-798.0000000000109,-0.8917795360064491,4,EOD
