entry_time,signal_type,strike,option_type,tradingsymbol,entry_price,quantity,lots,entry_order_id,stop_loss,target,trading_mode,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,exit_time,exit_price,exit_order_id,pnl_per_unit,total_pnl,pnl_pct,held_minutes,exit_reason,status
2026-03-13 09:31:21.725216,BULLISH,23500.0,CE,NIFTY2631723500CE,225.3,195,3,260313190188174,168.97500000000002,245.3,LIVE,474500,8.061221109356538,474500,8.061221109356538,636870,11.254953764861295,2026-03-13 10:06:57.243210,169.0,260313190399118,-56.30000000000001,-10978.500000000002,-24.988903683976922,35,STOP_LOSS,CLOSED
2026-03-13 10:07:06.039120,BEARISH,23350.0,PE,NIFTY2631723350PE,242.4,195,3,260313190399969,181.8,262.4,LIVE,1082770,70.7947301317467,1427010,341.9626168224299,1082770,70.7947301317467,2026-03-13 12:23:00.906081,267.35,260313190858307,24.950000000000017,4865.250000000004,10.29290429042905,135,TARGET,CLOSED
