entry_time,signal_type,strike,option_type,tradingsymbol,entry_price,quantity,lots,entry_order_id,stop_loss,target,trading_mode,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,exit_time,exit_price,exit_order_id,pnl_per_unit,total_pnl,pnl_pct,held_minutes,exit_reason,status
2026-03-18 09:31:11.795088,BULLISH,23750.0,CE,NIFTY2632423750CE,205.0,195,3,260318190174646,153.75,225.0,LIVE,0,0.0,0,0.0,0,0.0,2026-03-18 09:51:16.526211,223.8,260318190288016,18.80000000000001,3666.0000000000023,9.170731707317078,20,TARGET,CLOSED
2026-03-18 09:51:25.341456,BULLISH,23750.0,CE,NIFTY2632423750CE,220.45,195,3,260318190288992,165.33749999999998,240.45,LIVE,763165,28.993702926287195,763165,28.993702926287195,610220,69.55619767355708,2026-03-18 11:00:28.382477,244.91666667,260318190588079,24.466666670000023,4771.000000650005,11.098510623724211,69,TARGET,CLOSED
