entry_time,signal_type,strike,option_type,tradingsymbol,entry_price,quantity,lots,entry_order_id,stop_loss,target,trading_mode,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,exit_time,exit_price,exit_order_id,pnl_per_unit,total_pnl,pnl_pct,held_minutes,exit_reason,status
2026-03-23 09:31:11.727513,BEARISH,22700.0,PE,NIFTY2632422700PE,220.55,195,3,260323190239113,165.41250000000002,240.55,LIVE,0,0.0,0,0.0,0,0.0,2026-03-23 09:48:30.166484,242.75,260323190354802,22.19999999999999,4328.999999999998,10.065744729086369,17,TARGET,CLOSED
