entry_time,signal_type,strike,option_type,tradingsymbol,entry_price,quantity,lots,entry_order_id,stop_loss,target,trading_mode,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,exit_time,exit_price,exit_order_id,pnl_per_unit,total_pnl,pnl_pct,held_minutes,exit_reason,status
2026-03-05 09:15:51.771963,BEARISH,24600.0,PE,NIFTY2631024600PE,282.0,130,2,260305190051592,211.5,302.0,LIVE,672555,40.76832151300236,472420,29.677419354838708,672555,40.76832151300236,2026-03-05 09:55:47.384072,211.05,260305190397632,-70.94999999999999,-9223.499999999998,-25.1595744680851,39,STOP_LOSS,CLOSED
2026-03-05 09:55:55.942169,BULLISH,24650.0,CE,NIFTY2631024650CE,238.36666667,195,3,260305190398681,178.7750000025,258.36666667,LIVE,1547000,183.4862385321101,1547000,183.4862385321101,1067235,180.4087462916163,2026-03-05 13:57:58.693835,177.4,260305191425864,-60.966666669999995,-11888.50000065,-25.576842400705118,242,STOP_LOSS,CLOSED
