entry_time,nifty_signal,nifty_spot,sensex_atm,entry_strike,option_type,entry_price,exit_target,stop_loss,original_stop_loss,trailing_active,lot_size,quantity_lots,capital_deployed,instrument_key,status,exit_time,exit_price,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason
2026-04-23 09:16:10.708914,BEARISH,24159.15,77700,78000,PE,371.85,401.59800000000007,375.56850000000003,316.0725,True,20,13,96681.0,BSE_FO|881053,CLOSED,2026-04-23 09:16:33.733715,351.1,-20.75,-5395.0,-5.580207072744385,0,TRAILING_SL
2026-04-23 09:19:11.080422,BEARISH,24198.5,77900,78200,PE,404.9,437.29200000000003,408.94899999999996,344.16499999999996,True,20,12,97176.0,BSE_FO|881086,CLOSED,2026-04-23 09:19:55.038375,407.55,2.650000000000034,636.0000000000082,0.6544825882934142,0,TRAILING_SL
2026-04-23 09:22:10.342568,BEARISH,24209.95,77900,78200,PE,400.65,432.702,404.6565,340.55249999999995,True,20,12,96156.0,BSE_FO|881086,CLOSED,2026-04-23 09:26:28.954138,443.2,42.55000000000001,10212.000000000004,10.620242106576816,4,TARGET_HIT
2026-04-23 09:28:17.798839,BEARISH,24225.65,77900,78200,PE,387.8,418.824,329.63,329.63,False,20,12,93072.0,BSE_FO|881086,CLOSED,2026-04-23 09:31:11.668814,327.45,-60.35000000000002,-14484.000000000005,-15.562145435791649,2,STOP_LOSS
2026-04-23 09:31:30.789196,BEARISH,24249.1,78000,78300,PE,398.1,429.94800000000004,402.081,338.385,True,20,12,95544.0,BSE_FO|880723,CLOSED,2026-04-23 09:32:16.052421,433.75,35.64999999999998,8555.999999999995,8.955036423009288,0,TARGET_HIT
2026-04-23 09:37:24.560727,BEARISH,24204.75,77900,78200,PE,412.9,445.932,417.029,350.965,True,20,12,99096.0,BSE_FO|881086,CLOSED,2026-04-23 09:38:58.233914,412.4,-0.5,-120.0,-0.12109469605231292,1,TRAILING_SL
2026-04-23 10:16:38.329892,BEARISH,24273.1,78100,78400,PE,407.0,439.56,411.07,345.95,True,20,12,97680.0,BSE_FO|881115,CLOSED,2026-04-23 10:18:38.267948,404.2,-2.8000000000000114,-672.0000000000027,-0.6879606879606908,1,TRAILING_SL
2026-04-23 10:19:42.469215,BEARISH,24287.3,78100,78400,PE,370.0,399.6,373.7,314.5,True,20,13,96200.0,BSE_FO|881115,CLOSED,2026-04-23 10:21:18.713672,372.35,2.3500000000000227,611.0000000000059,0.6351351351351413,1,TRAILING_SL
2026-04-23 10:34:36.787089,BEARISH,24242.55,78000,78300,PE,415.55,448.79400000000004,419.70550000000003,353.2175,True,20,12,99732.0,BSE_FO|880723,CLOSED,2026-04-23 10:38:01.416785,450.1,34.55000000000001,8292.000000000004,8.314282276501025,3,TARGET_HIT
2026-04-23 10:38:22.119789,BEARISH,24223.3,77900,78200,PE,365.3,394.52400000000006,368.95300000000003,310.505,True,20,13,94978.0,BSE_FO|881086,CLOSED,2026-04-23 10:41:57.563814,363.2,-2.1000000000000227,-546.0000000000059,-0.5748699698877696,3,TRAILING_SL
