signal_type,tradingsymbol,strike,option_type,entry_price,quantity,lots,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,entry_order_id,entry_time,stop_loss,target,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,exit_reason,status
BEARISH,NIFTY26FEB25600PE,25600.0,PE,64.95,1495,23,4176445,44.74754509366948,3478540,80.80326136192058,4176445,44.74754509366948,PAPER_100000,2026-02-24 09:16:32.655741,38.97,84.95,2026-02-24 09:22:02.044795,85.2,PAPER_100001,20.25,30273.75,31.177829099307157,TARGET,CLOSED
BEARISH,NIFTY26FEB25550PE,25550.0,PE,61.7,1625,25,2409745,33.832829882183304,1052220,61.86654437055721,2409745,33.832829882183304,PAPER_100002,2026-02-24 09:22:12.367671,37.02,81.7,2026-02-24 09:33:04.966556,84.45,PAPER_100003,22.75,36968.75,36.871961102106965,TARGET,CLOSED
