signal_type,tradingsymbol,strike,option_type,entry_price,quantity,lots,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,entry_order_id,entry_time,stop_loss,target,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,exit_reason,status
BEARISH,NIFTY2631024600PE,24600.0,PE,274.75,325,5,672555,40.76832151300236,472420,29.677419354838708,672555,40.76832151300236,PAPER_100000,2026-03-05 09:15:45.111567,164.85,294.75,2026-03-05 14:40:44.864368,162.75,PAPER_100001,-112.0,-36400.0,-40.76433121019109,STOP_LOSS,CLOSED
BULLISH,NIFTY2631024700CE,24700.0,CE,234.05,390,6,2253745,122.35514150610487,2253745,122.35514150610487,855725,61.941281641102854,PAPER_100002,2026-03-05 14:40:52.293952,140.43,254.05,2026-03-05 14:41:07.534174,255.2,PAPER_100003,21.149999999999977,8248.49999999999,9.036530655842759,TARGET,CLOSED
