entry_time,signal_type,entry_strike,option_type,kite_symbol,upstox_instrument_key,entry_price,quantity,lots,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,order_id,stop_loss,target,trading_mode,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason,status
2026-02-24 09:16:43.208767,BEARISH,25600,PE,NIFTY26FEB25600PE,NSE_FO|64857,64.1,1560,24,4176445.0,44.74754509366948,3478540.0,80.80326136192058,4176445.0,44.74754509366948,PAPER_100001,38.459999999999994,84.1,PAPER,2026-02-24 09:22:01.938297,85.7,PAPER_100002,21.60000000000001,33696.000000000015,33.697347893915776,5,TARGET,CLOSED
2026-02-24 09:22:17.561903,BEARISH,25550,PE,NIFTY26FEB25550PE,NSE_FO|64855,61.5,1625,25,2409745.0,33.832829882183304,1052220.0,61.86654437055721,2409745.0,33.832829882183304,PAPER_100003,36.9,81.5,PAPER,2026-02-24 09:33:02.288312,85.0,PAPER_100004,23.5,38187.5,38.21138211382114,10,TARGET,CLOSED
