signal_type,tradingsymbol,strike,option_type,entry_price,quantity,lots,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,entry_order_id,entry_time,stop_loss,target,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,exit_reason,status
BULLISH,NIFTY26FEB25700CE,25700.0,CE,106.35,910,14,0,0.0,0,0.0,0,0.0,PAPER_100000,2026-02-23 09:19:19.024349,63.809999999999995,126.35,2026-02-23 09:24:12.273282,129.05,PAPER_100001,22.700000000000017,20657.000000000015,21.344616831217696,TARGET,CLOSED
BULLISH,NIFTY26FEB25750CE,25750.0,CE,101.95,975,15,2769910,50.34200049616653,2769910,50.34200049616653,1469260,121.14261214427353,PAPER_100002,2026-02-23 09:24:19.963185,61.17,121.95,2026-02-23 10:44:49.709706,59.35,PAPER_100003,-42.6,-41535.0,-41.78518881804806,STOP_LOSS,CLOSED
