signal_type,tradingsymbol,strike,option_type,entry_price,quantity,lots,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,entry_order_id,entry_time,stop_loss,target,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,exit_reason,status
BULLISH,NIFTY2630225550CE,25550.0,CE,148.55,650,10,475150,15.196557387273144,475150,15.196557387273144,415090,36.426900918373164,PAPER_100000,2026-02-26 09:16:08.596388,89.13000000000001,168.55,2026-02-26 12:20:19.069317,88.25,PAPER_100001,-60.30000000000001,-39195.00000000001,-40.59239313362505,STOP_LOSS,CLOSED
BEARISH,NIFTY2630225450PE,25450.0,PE,123.5,780,12,2570360,93.87076864644163,2775825,151.36102644077408,2570360,93.87076864644163,PAPER_100002,2026-02-26 12:20:25.548648,74.1,143.5,2026-02-26 12:23:02.670241,145.9,PAPER_100003,22.400000000000006,17472.000000000004,18.137651821862352,TARGET,CLOSED
