signal_type,tradingsymbol,strike,option_type,entry_price,quantity,lots,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,entry_order_id,entry_time,stop_loss,target,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,exit_reason,status
BULLISH,NIFTY26FEB25750CE,25750.0,CE,135.05,715,11,572845,9.572376638752212,572845,9.572376638752212,39520,0.9428256857971374,PAPER_100000,2026-02-18 09:28:14.055320,81.03,155.05,2026-02-18 14:18:58.979699,155.85,PAPER_100001,20.799999999999983,14871.999999999987,15.401703072935934,TARGET,CLOSED
BULLISH,NIFTY26FEB25750CE,25750.0,CE,156.1,585,9,-30225,-0.460943695479778,-30225,-0.460943695479778,1298375,30.685920577617328,PAPER_100002,2026-02-18 14:19:06.133751,93.66,176.1,2026-02-18 14:23:05.072164,176.1,PAPER_100003,20.0,11700.0,12.812299807815503,TARGET,CLOSED
