signal_type,tradingsymbol,strike,option_type,entry_price,quantity,lots,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,entry_order_id,entry_time,stop_loss,target,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,exit_reason,status
BEARISH,NIFTY2630225400PE,25400.0,PE,105.6,910,14,1426425,21.281031807602794,929175,35.53406746376992,1426425,21.281031807602794,PAPER_100000,2026-02-27 09:16:03.616345,63.35999999999999,125.6,2026-02-27 09:29:29.016248,126.55,PAPER_100001,20.950000000000003,19064.500000000004,19.839015151515156,TARGET,CLOSED
BEARISH,NIFTY2630225350PE,25350.0,PE,104.9,910,14,3973970,141.44456783268555,1421745,275.06287726358147,3973970,141.44456783268555,PAPER_100002,2026-02-27 09:29:41.577677,62.94,124.9,2026-02-27 10:06:47.643190,125.35,PAPER_100003,20.44999999999999,18609.49999999999,19.494756911344126,TARGET,CLOSED
