signal_type,tradingsymbol,strike,option_type,entry_price,quantity,lots,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,entry_order_id,entry_time,stop_loss,target,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,exit_reason,status
BULLISH,NIFTY2630225550CE,25550.0,CE,148.9,650,10,475150,15.196557387273144,475150,15.196557387273144,415090,36.426900918373164,PAPER_100000,2026-02-26 09:16:08.411755,111.67500000000001,168.9,2026-02-26 11:00:11.055348,110.75,PAPER_100001,-38.150000000000006,-24797.500000000004,-25.62122229684352,STOP_LOSS,CLOSED
BEARISH,NIFTY2630225500PE,25500.0,PE,123.3,780,12,0,0.0,0,0.0,0,0.0,PAPER_100002,2026-02-26 11:01:28.171371,92.475,143.3,2026-02-26 11:25:26.901906,90.6,PAPER_100003,-32.7,-25506.000000000004,-26.520681265206814,STOP_LOSS,CLOSED
