signal_type,tradingsymbol,strike,option_type,entry_price,quantity,lots,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,entry_order_id,entry_time,stop_loss,target,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,exit_reason,status
BULLISH,NIFTY2630224900CE,24900.0,CE,131.75,715,11,0,0.0,0,0.0,0,0.0,PAPER_100000,2026-03-02 09:22:10.640336,98.8125,151.75,2026-03-02 09:25:07.962115,88.85,PAPER_100001,-42.900000000000006,-30673.500000000004,-32.56166982922202,STOP_LOSS,CLOSED
BULLISH,NIFTY2630224900CE,24900.0,CE,91.05,1040,16,1883700,44.38862254353853,1883700,44.38862254353853,5138380,57.623115724407384,PAPER_100002,2026-03-02 09:25:14.240584,68.2875,111.05,2026-03-02 09:28:05.788751,110.95,PAPER_100003,19.900000000000006,20696.000000000007,21.856123009335537,TARGET,CLOSED
