signal_type,tradingsymbol,strike,option_type,entry_price,quantity,lots,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,entry_order_id,entry_time,stop_loss,target,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,exit_reason,status
BEARISH,NIFTY26FEB25450PE,25450.0,PE,111.7,845,13,734240,40.11221192429246,913965,43.8789202683726,734240,40.11221192429246,PAPER_100000,2026-02-20 09:16:19.815704,83.775,131.7,2026-02-20 09:18:26.484643,134.35,PAPER_100001,22.64999999999999,19139.249999999993,20.277529095792293,TARGET,CLOSED
BEARISH,NIFTY26FEB25450PE,25450.0,PE,130.15,715,11,0,0.0,0,0.0,0,0.0,PAPER_100002,2026-02-20 09:19:13.546398,97.61250000000001,150.15,2026-02-20 09:29:31.791487,151.3,PAPER_100003,21.150000000000006,15122.250000000004,16.250480215136385,TARGET,CLOSED
