signal_type,tradingsymbol,strike,option_type,entry_price,quantity,lots,entry_option_oi_change,entry_option_oi_change_pct,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,entry_order_id,entry_time,stop_loss,target,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,exit_reason,status
BULLISH,NIFTY2630225550CE,25550.0,CE,171.35,585,9,529945,34.450266204681824,529945,34.450266204681824,325455,68.31764224314367,PAPER_100000,2026-02-25 09:15:59.960606,128.5125,191.35,2026-02-25 09:26:51.739212,191.2,PAPER_100001,19.849999999999994,11612.249999999996,11.584476218266703,TARGET,CLOSED
BULLISH,NIFTY2630225600CE,25600.0,CE,162.1,585,9,3292900,66.96009622374665,3292900,66.96009622374665,2093845,124.62955081827678,PAPER_100002,2026-02-25 09:26:58.819552,121.57499999999999,182.1,2026-02-25 10:15:52.980497,184.75,PAPER_100003,22.650000000000006,13250.250000000004,13.972856261566937,TARGET,CLOSED
