entry_time,signal_type,entry_strike,option_type,kite_symbol,upstox_instrument_key,entry_price,quantity,lots,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,order_id,trading_mode,current_sl,current_target,n_ratchets,exit_time,exit_price,exit_order_id,pnl_per_unit,total_pnl,pnl_pct,holding_minutes,exit_reason,status,trail_log,final_sl
2026-04-15 09:16:03.078440,BULLISH,24250,CE,NIFTY2642124250CE,NSE_FO|63428,225.25,195,3,496470.0,184.58192363460608,340535.0,514.1315014720315,PAPER_100001,PAPER,135.15,245.25,0,2026-04-15 15:00:01.052369,227.25,PAPER_100002,2.0,390.0,0.89,343,EOD,CLOSED,[],135.15
