entry_time,signal_type,entry_strike,option_type,kite_symbol,upstox_instrument_key,ltp_monitor_key,entry_price,scan_entry_price,quantity,lots,scan_expiry,order_expiry,was_expiry_day_rollover,order_id,stop_loss,target,trading_mode,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason,status
2026-04-16 09:31:09.128230,BULLISH,24400,CE,NIFTY2642124400CE,NSE_FO|63436,NSE_FO|63436,175.55,175.55,260,4,2026-04-21,2026-04-21,False,260416190216291,105.33,195.55,LIVE,369590.0,7.613920914848886,351650.0,10.580872286328965,2026-04-16 11:57:31.117701,104.85,260416190911542,-70.70000000000002,-18382.000000000004,-40.27342637425236,146,STOP_LOSS,CLOSED
2026-04-16 12:04:53.567897,BEARISH,24150,PE,NIFTY2642124150PE,NSE_FO|63425,NSE_FO|63425,204.45,204.45,195,3,2026-04-21,2026-04-21,False,260416190959012,122.66999999999999,224.45,LIVE,0.0,0.0,206180.0,14.285714285714285,2026-04-16 15:00:02.365950,152.2,260416191733461,-52.25,-10188.75,-25.556370750794816,175,EOD_FORCE,CLOSED
