entry_time,signal_type,entry_strike,option_type,kite_symbol,upstox_instrument_key,ltp_monitor_key,entry_price,scan_entry_price,quantity,lots,scan_expiry,order_expiry,was_expiry_day_rollover,order_id,stop_loss,target,trading_mode,entry_ce_oi_change,entry_ce_oi_change_pct,entry_pe_oi_change,entry_pe_oi_change_pct,exit_time,exit_price,exit_order_id,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason,status
2026-04-15 09:40:16.660314,BEARISH,24150,PE,NIFTY2642124150PE,NSE_FO|63425,NSE_FO|63425,228.75,228.75,195,3,2026-04-21,2026-04-21,False,260415190282441,137.25,248.75,LIVE,122395.0,8.271106035315821,188890.0,13.691401648998822,2026-04-15 15:00:09.365449,171.1,260415191266903,-57.650000000000006,-11241.750000000002,-25.20218579234973,319,EOD,CLOSED
