entry_time,nifty_signal,nifty_spot,sensex_atm,entry_strike,option_type,entry_price,exit_target,stop_loss,lot_size,quantity_lots,capital_deployed,instrument_key,status,exit_time,exit_price,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason,type
2026-03-11 09:25:42,BEARISH,24229.65,,78400,PE,581.05,627.53,493.89,20,8,92968.00,,CLOSED,2026-03-11 09:32:47,636.40,55.35,8856.00,+9.53,7,TARGET_HIT,v1
2026-03-11 09:32:47,BEARISH,24208.35,,78300,PE,581.00,627.48,493.85,20,8,92960.00,,CLOSED,2026-03-11 09:40:52,636.35,55.35,8856.00,+9.53,8,TARGET_HIT,v1
2026-03-11 09:40:52,BEARISH,24181.40,,78200,PE,575.85,621.92,489.47,20,8,92136.00,,CLOSED,2026-03-11 09:55:05,629.55,53.7,8592.00,+9.33,14,TARGET_HIT,v1
2026-03-11 10:02:08,BEARISH,24139.55,,78100,PE,592.50,639.90,503.62,20,8,94800.00,,CLOSED,2026-03-11 10:10:13,652.00,59.5,9520.00,+10.04,8,TARGET_HIT,v1
2026-03-11 10:10:13,BEARISH,24116.10,,78000,PE,598.00,645.84,508.30,20,8,95680.00,,CLOSED,2026-03-11 10:36:34,672.50,74.5,11920.00,+12.46,26,TARGET_HIT,v1
2026-03-11 10:36:35,BEARISH,24097.55,,77900,PE,617.10,666.47,524.53,20,8,98736.00,,CLOSED,2026-03-11 10:46:43,698.00,80.9,12944.00,+13.11,10,TARGET_HIT,v1
2026-03-11 10:46:43,BEARISH,24052.15,,77800,PE,639.25,690.39,543.36,20,7,89495.00,,CLOSED,2026-03-11 10:58:54,540.45,-98.8,-13832.00,-15.46,12,STOP_LOSS,v1
2026-03-11 10:58:55,BULLISH,24100.05,,77300,CE,695.75,751.41,591.39,20,7,97405.00,,CLOSED,2026-03-11 11:19:25,587.05,-108.7,-15218.00,-15.62,20,STOP_LOSS,v1
2026-03-11 11:19:25,BEARISH,24042.95,,77700,PE,610.85,659.72,519.22,20,8,97736.00,,CLOSED,2026-03-11 11:24:30,672.05,61.2,9792.00,+10.02,5,TARGET_HIT,v1
2026-03-11 11:24:30,BEARISH,24023.20,,77700,PE,672.05,725.81,571.24,20,7,94087.00,,CLOSED,2026-03-11 11:32:36,727.85,55.8,7812.00,+8.30,8,TARGET_HIT,v1
2026-03-11 11:32:37,BEARISH,24006.70,,77600,PE,669.30,722.84,568.90,20,7,93702.00,,CLOSED,2026-03-11 11:52:52,733.50,64.2,8988.00,+9.59,20,TARGET_HIT,v1
2026-03-11 11:52:52,BEARISH,23977.05,,77500,PE,677.95,732.19,576.26,20,7,94913.00,,CLOSED,2026-03-11 12:31:26,565.80,-112.15,-15701.00,-16.54,38,STOP_LOSS,v1
2026-03-11 12:38:31,BULLISH,23977.80,,76900,CE,712.50,769.50,605.62,20,7,99750.00,,CLOSED,2026-03-11 12:44:35,772.15,59.65,8351.00,+8.37,6,TARGET_HIT,v1
2026-03-11 12:44:36,BEARISH,24006.35,,77600,PE,636.10,686.99,540.69,20,7,89054.00,,CLOSED,2026-03-11 12:56:50,701.60,65.5,9170.00,+10.30,12,TARGET_HIT,v1
2026-03-11 12:59:51,BEARISH,23974.20,,77500,PE,652.90,705.13,554.96,20,7,91406.00,,CLOSED,2026-03-11 13:12:04,721.70,68.8,9632.00,+10.54,12,TARGET_HIT,v1
2026-03-11 13:12:05,BEARISH,23944.50,,77400,PE,668.10,721.55,567.88,20,7,93534.00,,CLOSED,2026-03-11 13:17:10,727.10,59.0,8260.00,+8.83,5,TARGET_HIT,v1
2026-03-11 13:26:16,BULLISH,23958.15,,76900,CE,687.70,742.72,584.55,20,7,96278.00,,CLOSED,2026-03-11 13:30:20,772.45,84.75,11865.00,+12.32,4,TARGET_HIT,v1
2026-03-11 13:30:21,BULLISH,23995.35,,77000,CE,709.20,765.94,602.82,20,7,99288.00,,CLOSED,2026-03-11 14:08:01,600.45,-108.75,-15225.00,-15.33,37,STOP_LOSS,v1
2026-03-11 14:08:01,BULLISH,23945.65,,76800,CE,717.80,775.22,610.13,20,6,86136.00,,CLOSED,2026-03-11 14:27:22,594.95,-122.85,-14742.00,-17.11,19,STOP_LOSS,v1
2026-03-11 14:27:22,BEARISH,23896.70,,77200,PE,618.35,667.82,525.60,20,8,98936.00,,CLOSED,2026-03-11 14:29:25,513.30,-105.05,-16808.00,-16.99,2,STOP_LOSS,v1
2026-03-11 14:30:25,BEARISH,23960.60,,77500,PE,690.20,745.42,586.67,20,7,96628.00,,CLOSED,2026-03-11 14:38:33,746.00,55.8,7812.00,+8.08,8,TARGET_HIT,v1
2026-03-11 14:41:35,BULLISH,23921.60,,76700,CE,680.10,734.51,578.09,20,7,95214.00,,CLOSED,2026-03-11 15:06:59,569.85,-110.25,-15435.00,-16.21,25,STOP_LOSS,v1
2026-03-11 15:06:59,BULLISH,23875.75,,76600,CE,633.35,684.02,538.35,20,7,88669.00,,CLOSED,2026-03-11 15:30:21,568.70,-64.65,-9051.00,-10.21,23,EOD,v1
