entry_time,nifty_signal,nifty_spot,sensex_atm,entry_strike,option_type,entry_price,exit_target,stop_loss,original_stop_loss,trailing_active,lot_size,quantity_lots,capital_deployed,instrument_key,status,exit_time,exit_price,pnl_per_lot,total_pnl,pnl_pct,holding_minutes,exit_reason,type
2026-02-10 09:40:15.001827,BULLISH,25942.7,84300,84000,CE,526.1,568.1880000000001,531.361,447.185,True,20,9,94698.0,BSE_FO|824824,CLOSED,2026-02-10 09:46:15.336732,544.7,18.600000000000023,3348.000000000004,3.5354495343090706,6,TIME_EXIT,v3
2026-02-10 09:46:20.868392,BULLISH,25949.6,84300,84000,CE,544.7,588.2760000000001,550.147,462.995,True,20,9,98046.0,BSE_FO|824824,CLOSED,2026-02-10 09:49:49.022744,547.6,2.8999999999999773,521.9999999999959,0.5324031577014828,3,TRAILING_SL,v3
2026-02-10 09:52:13.880478,BULLISH,25950.45,84300,84000,CE,548.95,592.8660000000001,466.6075,466.6075,False,20,9,98811.0,BSE_FO|824824,CLOSED,2026-02-10 09:58:15.701023,542.45,-6.5,-1170.0,-1.184078695691775,6,TIME_EXIT,v3
2026-02-10 10:01:19.939710,BULLISH,25948.9,84300,84000,CE,539.0,582.12,544.39,458.15,True,20,9,97020.0,BSE_FO|824824,CLOSED,2026-02-10 10:07:21.761912,569.8,30.799999999999955,5543.999999999992,5.7142857142857055,6,TIME_EXIT,v3
2026-02-10 10:07:27.348463,BULLISH,25961.3,84400,84100,CE,499.8,539.784,424.83,424.83,False,20,10,99960.0,BSE_FO|830732,CLOSED,2026-02-10 10:13:28.409479,472.0,-27.80000000000001,-5560.000000000002,-5.562224889955984,6,TIME_EXIT,v3
2026-02-10 10:13:34.230006,BULLISH,25947.75,84300,84000,CE,539.9,583.092,545.299,458.91499999999996,True,20,9,97182.0,BSE_FO|824824,CLOSED,2026-02-10 10:19:32.545999,583.6,43.700000000000045,7866.000000000008,8.094091498425643,5,TARGET_HIT,v3
2026-02-10 10:19:38.139915,BULLISH,25970.45,84400,84100,CE,512.0,552.96,435.2,435.2,False,20,9,92160.0,BSE_FO|830732,CLOSED,2026-02-10 10:25:40.002221,496.35,-15.649999999999977,-2816.999999999996,-3.0566406249999956,6,TIME_EXIT,v3
2026-02-10 10:25:45.501537,BULLISH,25963.85,84400,84100,CE,498.7,538.596,423.895,423.895,False,20,10,99740.0,BSE_FO|830732,CLOSED,2026-02-10 10:31:47.065731,496.5,-2.1999999999999886,-439.9999999999977,-0.44114698215359704,6,TIME_EXIT,v3
2026-02-10 10:31:52.580476,BULLISH,25967.4,84400,84100,CE,498.45,538.326,503.4345,423.6825,True,20,10,99690.0,BSE_FO|830732,CLOSED,2026-02-10 10:37:54.339321,515.0,16.55000000000001,3310.0000000000023,3.3202929080148484,6,TIME_EXIT,v3
2026-02-10 10:37:59.852706,BULLISH,25975.2,84400,84100,CE,516.1,557.388,438.685,438.685,False,20,9,92898.0,BSE_FO|830732,CLOSED,2026-02-10 10:44:01.842024,495.65,-20.450000000000045,-3681.000000000008,-3.9624103855841977,6,TIME_EXIT,v3
2026-02-10 11:43:51.692782,BULLISH,25950.6,84400,84100,CE,474.4,512.352,403.23999999999995,403.23999999999995,False,20,10,94880.0,BSE_FO|830732,CLOSED,2026-02-10 11:49:52.373025,471.45,-2.9499999999999886,-589.9999999999977,-0.6218381112984799,6,TIME_EXIT,v3
2026-02-10 11:49:57.930153,BULLISH,25948.6,84400,84100,CE,470.0,507.6,474.7,399.5,True,20,10,94000.0,BSE_FO|830732,CLOSED,2026-02-10 11:55:59.842266,483.5,13.5,2700.0,2.872340425531915,6,TIME_EXIT,v3
2026-02-10 12:07:57.395469,BULLISH,25957.75,84400,84100,CE,487.1,526.0680000000001,414.035,414.035,False,20,10,97420.0,BSE_FO|830732,CLOSED,2026-02-10 12:13:59.384191,488.5,1.3999999999999773,279.99999999999545,0.2874153151303587,6,TIME_EXIT,v3
2026-02-10 12:23:04.099580,BULLISH,25960.45,84400,84100,CE,486.05,524.9340000000001,413.1425,413.1425,False,20,10,97210.0,BSE_FO|830732,CLOSED,2026-02-10 12:29:06.239501,476.2,-9.850000000000023,-1970.0000000000045,-2.0265404793745545,6,TIME_EXIT,v3
2026-02-10 12:53:07.834982,BULLISH,25982.25,84500,84200,CE,456.2,492.696,387.77,387.77,False,20,10,91240.0,BSE_FO|828461,CLOSED,2026-02-10 12:59:07.847392,450.1,-6.099999999999966,-1219.9999999999932,-1.3371328364752226,6,TIME_EXIT,v3
2026-02-10 12:59:13.413964,BULLISH,25979.25,84400,84100,CE,519.45,561.0060000000001,441.5325,441.5325,False,20,9,93501.0,BSE_FO|830732,CLOSED,2026-02-10 13:05:13.981296,483.4,-36.05000000000007,-6489.000000000013,-6.94003272692272,6,TIME_EXIT,v3
2026-02-10 13:29:20.350226,BULLISH,25943.0,84300,84000,CE,496.5,536.22,422.025,422.025,False,20,10,99300.0,BSE_FO|824824,CLOSED,2026-02-10 13:35:21.834309,450.35,-46.14999999999998,-9229.999999999996,-9.295065458207448,6,TIME_EXIT,v3
2026-02-10 14:59:45.659144,BULLISH,25941.65,84300,84000,CE,488.6,527.6880000000001,493.48600000000005,415.31,True,20,10,97720.0,BSE_FO|824824,CLOSED,2026-02-10 15:00:36.432513,492.4,3.7999999999999545,759.9999999999909,0.7777322963569289,0,TRAILING_SL,v3
