entry_time,exit_time,symbol,signal_type,qty,entry_price,exit_price,pnl,pnl_pct,holding_minutes,exit_reason,entry_metric,sell_order_id
2026-04-16T09:49:10.568342,2026-04-16T09:57:19.139637,NIFTY_24350PE,PUT,455,213.1,233.2,9145.5,9.43,8,TARGET,-7.212683,PAPER_SELL_1776313639
2026-04-16T10:01:08.524397,2026-04-16T11:47:02.841772,NIFTY_24300PE,PUT,455,213.8,236.7,10419.5,10.71,105,TARGET,-12.493118,PAPER_SELL_1776320222
