entry_time,exit_time,symbol,signal_type,qty,entry_price,exit_price,pnl,pnl_pct,holding_minutes,exit_reason,entry_metric,sell_order_id
2026-04-22T11:07:32.886319,2026-04-22T11:48:08.610072,NIFTY_24450PE,PUT,390,249.0,269.95,8170.5,8.41,40,TARGET,-2.496056,PAPER_SELL_1776838688
2026-04-22T12:56:03.616519,2026-04-22T13:22:55.397955,NIFTY_24450PE,PUT,390,238.3,263.25,9730.5,10.47,26,TARGET,-1.433073,PAPER_SELL_1776844375
