entry_time,exit_time,symbol,signal_type,qty,entry_price,exit_price,pnl,pnl_pct,holding_minutes,exit_reason,entry_metric,sell_order_id
2026-04-07T09:49:16.701805,2026-04-07T09:54:32.273027,NIFTY_22800CE,CALL,910,108.2,128.3,18291.0,18.58,5,TARGET,13.778629,PAPER_SELL_1775535872
2026-04-07T10:25:35.332621,2026-04-07T10:31:37.553247,NIFTY_22950PE,PUT,975,100.75,94.25,-6337.5,-6.45,6,"OI_REVERSAL metric=9.6431 (>0, |m|>=9.0)",-7.133834,PAPER_SELL_1775538097
2026-04-07T10:34:35.614414,2026-04-07T10:36:33.483831,NIFTY_22950PE,PUT,1040,94.45,117.3,23764.0,24.19,1,TARGET,-5.094355,PAPER_SELL_1775538393
2026-04-07T10:40:39.180236,2026-04-07T10:43:40.815421,NIFTY_22950PE,PUT,975,98.15,81.35,-16380.0,-17.12,3,"OI_REVERSAL metric=19.9615 (>0, |m|>=9.0)",-12.326648,PAPER_SELL_1775538820
2026-04-07T10:58:41.252956,2026-04-07T11:01:44.208898,NIFTY_22850CE,CALL,1170,81.35,79.6,-2047.5,-2.15,3,"OI_REVERSAL metric=-43.4189 (<0, |m|>=9.0)",3.353668,PAPER_SELL_1775539904
2026-04-07T11:40:55.963267,2026-04-07T11:59:01.791895,NIFTY_22950PE,PUT,1105,86.2,53.25,-36409.75,-38.23,18,"OI_REVERSAL metric=45.8856 (>0, |m|>=9.0)",-0.560733,PAPER_SELL_1775543341
2026-04-07T12:38:12.460077,2026-04-07T13:20:25.292388,NIFTY_22950PE,PUT,1365,70.85,50.75,-27436.5,-28.37,42,"OI_REVERSAL metric=18.5379 (>0, |m|>=9.0)",-2.427307,PAPER_SELL_1775548225
