entry_time,exit_time,symbol,signal_type,qty,entry_price,exit_price,pnl,pnl_pct,holding_minutes,exit_reason,entry_metric,sell_order_id
2026-04-13T10:40:43.907104,2026-04-13T10:49:44.436635,NIFTY_23750PE,PUT,1170,84.6,83.2,-1638.0,-1.65,9,"OI_REVERSAL metric=9.4817 (>0, |m|>=9.0)",-2.380496,PAPER_SELL_1776057584
2026-04-13T12:35:13.746867,2026-04-13T12:57:02.051051,NIFTY_23850PE,PUT,1495,64.85,85.95,31544.5,32.54,21,TARGET,-6.01112,PAPER_SELL_1776065222
2026-04-13T12:57:07.380128,2026-04-13T12:59:14.499280,NIFTY_23800CE,CALL,1885,51.35,58.15,12818.0,13.24,2,"OI_REVERSAL metric=-20.9525 (<0, |m|>=9.0)",9.5206,PAPER_SELL_1776065354
