entry_time,exit_time,symbol,signal_type,qty,entry_price,exit_price,pnl,pnl_pct,holding_minutes,exit_reason,entry_metric,sell_order_id
2026-04-06T10:28:29.512519,2026-04-06T10:29:46.655912,NIFTY_22600CE,CALL,455,209.25,231.25,10010.0,10.51,1,TARGET,3.21889,PAPER_SELL_1775451586
2026-04-06T10:31:32.186710,2026-04-06T10:34:33.337390,NIFTY_22600CE,CALL,455,211.55,223.45,5414.5,5.63,3,"OI_REVERSAL metric=-9.3583 (<0, |m|>=9.0)",1.733675,PAPER_SELL_1775451873
2026-04-06T10:55:40.758012,2026-04-06T11:07:38.993154,NIFTY_22600CE,CALL,455,217.5,202.75,-6711.25,-6.78,11,"OI_REVERSAL metric=-15.0199 (<0, |m|>=9.0)",1.444717,PAPER_SELL_1775453858
2026-04-06T12:56:08.430975,2026-04-06T13:02:14.333884,NIFTY_22800PE,PUT,455,202.7,192.5,-4641.0,-5.03,6,"OI_REVERSAL metric=17.4073 (>0, |m|>=9.0)",-2.390189,PAPER_SELL_1775460734
2026-04-06T13:08:18.303205,2026-04-06T13:14:12.981492,NIFTY_22800PE,PUT,455,194.45,173.0,-9759.75,-11.03,5,"OI_REVERSAL metric=25.0187 (>0, |m|>=9.0)",-9.163087,PAPER_SELL_1775461452
