entry_time,exit_time,symbol,signal_type,qty,entry_price,exit_price,pnl,pnl_pct,holding_minutes,exit_reason,entry_metric,sell_order_id
2026-04-08T09:58:15.874309,2026-04-08T10:10:18.028623,NIFTY_23950PE,PUT,390,239.75,260.45,8073.0,8.63,12,TARGET,-15.805045,PAPER_SELL_1775623218
2026-04-08T10:43:28.743810,2026-04-08T10:46:30.824474,NIFTY_23950PE,PUT,390,234.35,222.05,-4797.0,-5.25,3,"OI_REVERSAL metric=21.5104 (>0, |m|>=9.0)",-0.55143,PAPER_SELL_1775625390
2026-04-08T10:52:29.458945,2026-04-08T10:55:29.833996,NIFTY_23950PE,PUT,455,216.9,206.9,-4550.0,-4.61,3,"OI_REVERSAL metric=14.3250 (>0, |m|>=9.0)",-1.36174,PAPER_SELL_1775625929
2026-04-08T11:43:47.566022,2026-04-08T11:51:47.962669,NIFTY_24000PE,PUT,455,217.05,239.4,10169.25,10.3,8,TARGET,-5.69805,PAPER_SELL_1775629307
2026-04-08T12:50:06.908495,2026-04-08T13:02:11.527371,NIFTY_23950PE,PUT,455,203.25,198.75,-2047.5,-2.21,12,"OI_REVERSAL metric=10.2598 (>0, |m|>=9.0)",-0.610446,PAPER_SELL_1775633531
2026-04-08T13:11:10.710628,2026-04-08T13:41:20.472441,NIFTY_24000PE,PUT,390,220.15,217.75,-936.0,-1.09,30,"OI_REVERSAL metric=9.5033 (>0, |m|>=9.0)",-2.366511,PAPER_SELL_1775635880
