entry_time,exit_time,symbol,signal_type,qty,entry_price,exit_price,pnl,pnl_pct,holding_minutes,exit_reason,entry_metric,sell_order_id
2026-04-17T09:37:12.441211,2026-04-17T09:39:22.856885,NIFTY_24150CE,CALL,520,185.95,207.15,11024.0,11.4,2,TARGET,7.812152,PAPER_SELL_1776398962
2026-04-17T11:34:48.193831,2026-04-17T11:37:51.275145,NIFTY_24300PE,PUT,520,174.0,168.4,-2912.0,-3.22,3,"OI_REVERSAL metric=4.6379 (>0, |m|>=4.0)",-0.886677,PAPER_SELL_1776406071
