entry_time,exit_time,symbol,signal_type,qty,entry_price,exit_price,pnl,pnl_pct,holding_minutes,exit_reason,entry_metric,sell_order_id
2026-04-21T10:52:37.868980,2026-04-21T10:55:39.389604,NIFTY_24550PE,PUT,1885,53.0,47.95,-9519.25,-9.53,3,"OI_REVERSAL metric=20.5379 (>0, |m|>=4.0)",-5.754185,PAPER_SELL_1776749139
2026-04-21T11:40:54.459280,2026-04-21T12:21:03.791183,NIFTY_24500CE,CALL,1560,61.9,83.05,32994.0,34.17,40,TARGET,0.876256,PAPER_SELL_1776754263
