symbol,entry_time,exit_time,entry_price,exit_price,quantity,position_type,net_pnl,profit_pct,exit_reason,holding_minutes,max_profit_seen,exit_level,hard_stop_915,confluence_trade,oi_signal_pattern,hybrid_signal_type,entry_reason
BSE,2025-12-09T09:49:32.348694,2025-12-09T10:15:28.295007,2671.9,2686.5,18,SHORT,-262.79999999999836,-0.5464276357648081,PROFIT_TRAILING_STOP_5MIN,25,1.4259515700437855,2681.1,2795.0,True,BEARISH,BEARISH,UNKNOWN
